Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Population,Incident_Rate,Case_Fatality_Ratio
Caldas,Colombia,5.2983,-75.2479,49624,1015,47206.0,1403.0,998254.9999999999,4971.074525046206,2.0453812671288087
California,United States,37.84396164603449,-120.72859416379309,3730942,58125,0.0,0.0,39501125.30359464,9445.153704673017,1.5579175446844256
Callao,Peru,-11.954609,-77.136042,71037,7903,0.0,63134.0,1129900.0,6287.016550137179,11.125188282162817
Campania,Italy,40.83956555,14.25084984,337289,5363,238809.0,93117.0,5801692.0,5813.631609537356,1.5900311009253192
Campeche,Mexico,19.8301,-90.5349,8958,1126,0.0,7832.0,1000617.0,895.2476322109259,12.5697700379549
Canarias,Spain,28.2916,-16.6291,46880,676,1537.0,44667.0,2206901.0,2124.245718317224,1.4419795221843004
Cantabria,Spain,43.1828,-3.9878,26077,542,2287.0,23248.0,581641.0,4483.349695086832,2.0784599455458834
Capital District,Colombia,4.711,-74.0721,687382,14409,660006.0,12967.0,7412566.0,9273.19905144858,2.0962143320599025
Caqueta,Colombia,0.8699,-73.8419,17185,649,16328.0,208.0,401489.0,4280.316521747794,3.7765493162641843
Casanare,Colombia,5.7589,-71.5724,13044,305,12466.0,273.0,420504.0,3101.991895439758,2.3382398037411836
Castilla - La Mancha,Spain,39.2796,-3.0977,175803,5757,6392.0,163654.0,2034876.9999999998,8639.490249287795,3.274688145253494
Castilla y Leon,Spain,41.8357,-4.3976,212625,6626,8716.0,197283.0,2407733.0,8830.921036510277,3.116284538506761
Catalonia,Spain,41.5912,1.5209,536235,13335,26203.0,496697.0,7566431.0,7087.026895507274,2.486782847072645
Cauca,Colombia,2.705,-76.82600000000002,28124,775,26847.0,502.0,1464488.0,1920.3981186599,2.7556535343478883
Cayman Islands,United Kingdom,19.3133,-81.2546,500,2,476.0,22.0,65720.0,760.8034083992696,0.4
Ceara,Brazil,-5.4984,-39.3206,539569,14149,380789.0,143488.0,9153589.152503897,5894.61675644908,2.6222781516358427
Cesar,Colombia,9.3373,-73.6536,43133,1239,41115.0,779.0,1200574.0,3592.6981593804294,2.872510606728027
Ceuta,Spain,35.8894,-5.3213,5121,95,163.0,4863.0,84828.99999999999,6036.85060533544,1.8551064245264597
Chandigarh,India,30.733839,76.76827800000002,26999,379,23702.0,2918.0,1158473.0,2330.567911379894,1.4037556946553575
Channel Islands,United Kingdom,49.3723,-2.3644,4049,86,3956.0,7.0,170499.0,2374.793987061508,2.123981229933317
Chechen Republic,Russia,43.39761470000001,45.6985005,11657,116,11328.0,213.0,1436981.0,811.2146228794952,0.9951102341940465
Chelyabinsk Oblast,Russia,54.4223954,61.1865846,55396,1222,50488.0,3686.0,3493036.0,1585.8983417290863,2.205935446602643
Cherkasy Oblast,Ukraine,49.4444,32.0598,57393,759,49607.0,7027.0,1206350.9999999998,4757.570557822724,1.3224609272907846
Chernihiv Oblast,Ukraine,51.4982,31.2893,41884,862,33677.0,7345.0,1005745.0,4164.475090604477,2.0580651322700794
Chernivtsi Oblast,Ukraine,48.2917,25.9352,69844,1360,49629.0,18855.0,904374.0,7722.9110965153795,1.9471966095870799
Chhattisgarh,India,21.264705,82.035366,349187,4170,319488.0,25529.0,29436231.0,1186.2490140126974,1.194202533313096
Chiapas,Mexico,16.7569,-93.1292,10447,1484,0.0,8963.0,5730367.000000001,182.3094402156092,14.205034938259786
Chiba,Japan,35.510141,140.198917,29698,568,27828.0,1302.0,6259382.0,474.4557849321227,1.9125867061755002
Chihuahua,Mexico,28.633000000000006,-106.0691,46333,5589,0.0,40744.0,3801487.0,1218.8125330956018,12.062676709904387
Choco,Colombia,5.2528,-76.82600000000002,6706,204,6406.0,96.0,534826.0,1253.865743251076,3.0420518938264243
Chongqing,China,30.0572,107.874,591,6,585.0,0.0,32054158.999999996,1.8437545031207965,1.015228426395939
Chukotka Autonomous Okrug,Russia,66.0006475,169.4900869,733,5,691.0,37.0,49348.0,1485.369214557834,0.6821282401091405
Chuvashia Republic,Russia,55.4259922,47.0849429,22792,1219,20796.0,777.0,1231117.0000000005,1851.3268844472127,5.3483678483678485
Ciudad de Mexico,Mexico,19.4326,-99.1332,608872,30534,0.0,578338.0,9018645.0,6751.258088105253,5.014847127146592
Coahuila,Mexico,27.0587,-101.7068,66715,5869,0.0,60846.0,3218720.0,2072.718347666153,8.797122086487297
Colima,Mexico,19.1223,-104.0072,10820,1142,0.0,9678.0,785153.0,1378.075356013414,10.554528650646951
Colorado,United States,38.93547446765625,-105.486239959375,462024,6107,0.0,0.0,5758736.0,8023.010605105009,1.3217928073000536
Connecticut,United States,41.61368014,-72.65682967875,309535,7878,0.0,0.0,3565287.0,8681.90975929848,2.545107984557481
Coquimbo,Chile,-29.959,-71.3389,26875,508,25259.0,1108.0,757586.0,3547.4520384484404,1.890232558139535
Cordoba,Colombia,8.0493,-75.574,43023,2010,39770.0,1243.0,1784783.0,2410.545147505327,4.671919670873718
Crimea Republic*,Ukraine,45.2835,34.2008,37633,1069,35253.0,1311.0,1913730.9999999993,1966.4728219378803,2.840592033587543
Cundinamarca,Colombia,5.026,-74.03,110923,3066,106522.0,1335.0,2919060.0,3799.956150267552,2.764079586740351
Curacao,Netherlands,12.1696,-68.99,8404,35,5267.0,3102.0,164100.0,5121.267519804997,0.41646834840552116
Cusco,Peru,-13.191068,-72.153609,43298,2833,0.0,40465.0,1357100.0,3190.479699358927,6.54302739156543
Dagestan Republic,Russia,43.05749160000001,47.1332224,31050,1410,28719.0,921.0,3063884.9999999995,1013.4192373408273,4.541062801932367
Dalarna,Sweden,61.0917,14.6664,18657,310,0.0,18347.0,287966.0,6478.889868942861,1.6615747440638904
Delaware,United States,39.10927682333334,-75.53323745666667,94598,1559,0.0,0.0,973764.0,9714.674192104041,1.6480263853358421
Delhi,India,28.646519,77.10898,662430,11027,642565.0,8838.0,18710922.0,3540.3386321636103,1.6646287154869193
District of Columbia,United States,38.90417773,-77.01655992,44513,1064,0.0,0.0,705749.0,6307.199868508493,2.3903129422865232
Distrito Federal,Brazil,-15.7998,-47.8645,344364,6029,321374.0,16961.0,3015268.0,11420.676371055573,1.7507637267542484
Dnipropetrovsk Oblast,Ukraine,48.4647,35.0462,91122,2357,74436.0,14329.0,3206477.0,2841.810497939015,2.586642084238713
Donetsk Oblast,Ukraine,48.0159,37.8028,59206,1269,47347.0,10590.0,4165901.0,1421.205160660323,2.1433638482586224
Drenthe,Netherlands,52.862485,6.618435000000002,26720,324,0.0,26396.0,493682.0,5412.390972326316,1.2125748502994012
Durango,Mexico,24.5593,-104.6588,32316,2259,0.0,30057.0,1868996.0,1729.0566699982235,6.990345339769774
Ehime,Japan,33.624835,132.856842,1367,24,1053.0,290.0,1339215.0,102.07472287870132,1.755669348939283
Emilia-Romagna,Italy,44.49436681,11.3417208,335820,11917,251468.0,72435.0,4459477.0,7530.479471023172,3.5486272407837536
England,United Kingdom,52.3555,-1.1743,3800722,111489,0.0,3689233.0,55977200.0,6789.767976962049,2.933363713526009
Espirito Santo,Brazil,-19.1834,-40.3089,382480,7500,351496.0,23152.0,4022246.5496757706,9509.113757107489,1.9608868437565363
Extremadura,Spain,39.4937,-6.0679,71103,1757,2652.0,66694.0,1065424.0,6673.681088468065,2.4710631056354866
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,54,0,54.0,0.0,3483.0,1550.3875968992247,0.0
Faroe Islands,Denmark,61.8926,-6.9118,661,1,660.0,0.0,48865.00000000001,1352.7064360994575,0.15128593040847202
Flevoland,Netherlands,52.550383,5.515162,29124,225,0.0,28899.0,423021.0,6884.7645861552965,0.7725587144622992
Florida,United States,28.940754879104475,-82.70074390925373,2054174,33425,0.0,0.0,21477737.0,9564.201293646533,1.627174718402628
French Guiana,France,4.0,-53.0,16922,89,9995.0,6838.0,298682.0,5665.557348618263,0.5259425599810897
French Polynesia,France,-17.6797,-149.4068,18627,141,4842.0,13644.0,280904.0,6631.091048899268,0.7569656949589306
Friesland,Netherlands,53.087337,5.7925,32749,445,0.0,32304.0,649957.0,5038.641017790408,1.358820116644783
Friuli Venezia Giulia,Italy,45.6494354,13.76813649,97490,3307,78986.0,15197.0,1215220.0,8022.415694277579,3.392142783875269
Fujian,China,26.0789,117.9874,561,1,550.0,10.0,41540086.0,1.3505027408946626,0.17825311942959002
Fukui,Japan,35.846614,136.22465400000002,589,25,526.0,38.0,767937.0,76.69900004818103,4.244482173174872
Fukuoka,Japan,33.526032,130.666949,19014,332,18255.0,427.0,5103679.0,372.55477862146114,1.7460818344377829
Fukushima,Japan,37.378867,140.223295,2499,113,2110.0,276.0,1845519.0,135.4090637918114,4.5218087234893956
Galicia,Spain,42.5751,-8.1339,116522,2327,9204.0,104991.0,2700441.0,4314.924858569397,1.9970477678035048
Gansu,China,35.7518,104.2861,193,2,186.0,5.0,25019831.0,0.7713881041003035,1.0362694300518136
Gavleborg,Sweden,61.3012,16.1534,27932,523,0.0,27409.0,287382.00000000006,9719.467468387023,1.8724044107117286
Gelderland,Netherlands,52.061738,5.939114,140927,1894,0.0,139033.0,2085952.0,6756.003973245789,1.3439582195037147
Georgia,United States,32.808532144842765,-83.57742992610062,1027137,18462,0.0,0.0,10617423.0,9674.070629002914,1.7974233232762524
Gibraltar,United Kingdom,36.1408,-5.3536,4274,94,4168.0,12.0,33691.0,12685.880502211272,2.1993448759943846
Gifu,Japan,35.778671,137.055925,4841,125,4690.0,26.0,1986587.0,243.68426854701053,2.58211113406321
Gilgit-Baltistan,Pakistan,35.792146,74.982138,5033,103,4867.0,63.0,1013584.0,496.5547996022036,2.046493145241407
Goa,India,15.359682,74.057396,58039,830,55653.0,1556.0,1586250.0,3658.8810086682424,1.430072882027602
Goias,Brazil,-15.827,-49.8362,486405,11711,460845.0,11866.0,7048728.141269313,6900.60660946997,2.4076643948972567
Gotland,Sweden,57.4684,18.4867,3027,46,0.0,2981.0,59686.0,5071.541064906343,1.5196564255037992
Greenland,Denmark,71.7069,-42.6043,31,0,31.0,0.0,56772.0,54.604382442048895,0.0
Groningen,Netherlands,53.217922,6.741514,30730,229,0.0,30501.0,585865.9999999999,5245.226724199733,0.7452001301659616
Guadeloupe,France,16.265,-61.551,11512,173,2242.0,9097.0,400126.99999999994,2877.086525028304,1.5027797081306462
Guainia,Colombia,2.5854,-68.5247,1335,22,1308.0,5.0,48114.0,2774.6601820675896,1.647940074906367
Guam,United States,13.4443,144.7937,7807,134,0.0,0.0,164229.0,4753.728026109883,1.7164083514794415
Guanajuato,Mexico,21.019,-101.2574,127725,9959,0.0,117766.0,6228175.0,2050.7612583140326,7.797220591113721
Guangdong,China,23.3417,113.4244,2282,8,2235.0,39.0,126012509.99999999,1.8109313115023264,0.35056967572305
Guangxi,China,23.8298,108.7881,267,2,265.0,0.0,50126804.0,0.5326491591205376,0.7490636704119851
Guaviare,Colombia,1.0654,-73.2603,2299,40,2251.0,8.0,82767.0,2777.6770935276136,1.7398869073510224
Guerrero,Mexico,17.4392,-99.5451,37696,4083,0.0,33613.0,3657048.0,1030.776735771584,10.83138794567063
Guizhou,China,26.8154,106.8748,147,2,145.0,0.0,38562148.00000001,0.38120283133605515,1.3605442176870748
Gujarat,India,22.694884,71.590923,307698,4519,290569.0,12610.0,63872398.99999999,481.73859885864005,1.4686478300151447
Gunma,Japan,36.504479,138.985605,5007,99,4710.0,198.0,1942455.9999999998,257.76645648601567,1.9772318753744758
Hainan,China,19.1959,109.7453,171,6,165.0,0.0,10081232.0,1.696221255497344,3.508771929824561
Halland,Sweden,56.8967,12.8034,31823,290,0.0,31533.0,333848.00000000006,9532.182310512568,0.9112905759984916
Hamburg,Germany,53.5511,9.9937,61268,1382,53370.0,6516.0,1852478.0,3307.353717561018,2.255663641705295
Haryana,India,29.20004,76.332824,290800,3155,277919.0,9726.0,28204691.999999996,1031.0341272296116,1.0849381017881707
Hawaii,United States,20.99064747,-157.41445579999998,29779,460,0.0,0.0,1415786.0,2103.3546030261637,1.5447127170153463
Hebei,China,37.8957,114.9042,1317,7,1310.0,0.0,74610235.0,1.7651733706508228,0.5315110098709187
Heilongjiang,China,47.862,127.7615,1610,13,1597.0,0.0,31850088.0,5.054931088416459,0.8074534161490683
Henan,China,33.882,113.614,1311,22,1283.0,6.0,99365519.0,1.3193711593253994,1.6781083142639208
Hessen,Germany,50.6521,9.1624,219484,6338,194800.0,18346.0,6293154.0,3487.662942937675,2.8876820178236224
Hidalgo,Mexico,20.0911,-98.7624,36661,5852,0.0,30809.0,3086414.0,1187.8186140938967,15.962466926706856
Himachal Pradesh,India,31.927213,77.233081,63605,1048,59584.0,2973.0,7451955.0,853.5344080848583,1.6476692083955662
Hiroshima,Japan,34.605309000000005,132.788719,5172,106,4961.0,105.0,2804177.000000001,184.4391420370397,2.0494972931167825
Hokkaido,Japan,43.385711,142.552318,20994,749,19413.0,832.0,5250049.0,399.8819820538818,3.5676860055253883
Hong Kong,China,22.3,114.2,11467,205,11095.0,167.0,7496988.0,152.95475996493525,1.7877387285253337
Huancavelica,Peru,-13.023888,-75.00277,10801,737,0.0,10064.0,365300.0,2956.7478784560635,6.823442273863531
Huanuco,Peru,-9.421676,-76.040642,26786,1967,0.0,24819.0,760299.9999999999,3523.082993555176,7.343388337191071
Hubei,China,30.9756,112.2707,68152,4512,63639.0,1.0,57752557.0,118.00689621413646,6.620495363305552
Huila,Colombia,2.5359,-75.5277,50915,1791,48765.0,359.0,1100386.0,4627.012702815194,3.5176274182460965
Hunan,China,27.6104,111.7088,1042,4,1033.0,5.0,66444863.99999999,1.5682175224258117,0.3838771593090211
Hyogo,Japan,35.039913,134.828057,20058,591,18014.0,1453.0,5466190.0,366.94663010250287,2.946455279688902
Ibaraki,Japan,36.303588,140.319591,6740,127,6264.0,349.0,2860307.0,235.63904154344272,1.8842729970326408
Ica,Peru,-14.235097,-75.574821,44464,5924,0.0,38540.0,975200.0000000001,4559.474979491386,13.323137819359482
Idaho,United States,44.26340125840909,-114.46012491818182,180536,1962,0.0,0.0,1787065.0,10102.374563879881,1.0867638587317765
Illinois,United States,39.84361770127451,-89.17833006960784,1244498,21301,0.0,0.0,12671821.0,9820.987843815028,1.7116138394758367
Indiana,United States,39.837353165652175,-86.21856844913043,686497,12633,0.0,0.0,6732219.0,10197.187584064037,1.8402119747063719
Ingushetia Republic,Russia,43.11542075,45.01713552,15120,181,13403.0,1536.0,488042.9999999999,3098.08766850462,1.197089947089947
Inner Mongolia,China,44.0935,113.9448,375,1,368.0,6.0,24049155.000000004,1.559306345690732,0.26666666666666666
Iowa,United States,42.02991002353535,-93.46551942343434,350384,5743,0.0,0.0,3155070.0,11105.427137908193,1.6390588611352115
Irkutsk Oblast,Russia,56.6370122,104.719221,61581,2010,58655.0,916.0,2404195.0,2561.3978899382123,3.2639937643104204
Ishikawa,Japan,36.769464,136.771027,1911,64,1824.0,23.0,1137649.0,167.97799672834063,3.349031920460492
Islamabad,Pakistan,33.665087,73.121219,58557,572,47584.0,10401.0,2006572.0,2918.260595682587,0.976825998599655
Isle of Man,United Kingdom,54.2361,-4.5481,1569,29,1247.0,293.0,85032.0,1845.187694044595,1.8483110261312936
Ivano-Frankivsk Oblast,Ukraine,48.9226,24.7111,79225,1699,62236.0,15290.0,1373251.9999999998,5769.152347857495,2.1445250867781636
Ivanovo Oblast,Russia,56.9167446,41.43521370000001,32556,1039,31025.0,492.0,1014646.0000000001,3208.606745603885,3.191424007863374
Iwate,Japan,39.593287,141.361777,621,30,550.0,41.0,1226816.0,50.61883770671396,4.830917874396135
Jalisco,Mexico,20.6595,-103.3494,82617,11354,0.0,71263.0,8409693.0,982.4020924426136,13.742934262924095
Jammu and Kashmir,India,33.75943,76.612638,130960,1994,126435.0,2531.0,13606320.0,962.4938998935788,1.5226023213194868
Jamtland Harjedalen,Sweden,63.1712,14.9592,8519,118,0.0,8401.0,130810.0,6512.499044415565,1.3851391008334313
Jewish Autonomous Okrug,Russia,48.57527615,132.66307460000002,4431,125,4230.0,76.0,162014.0,2734.948831582456,2.8210336267208307
Jharkhand,India,23.654536,85.557631,124201,1113,120263.0,2825.0,38593948.0,321.8147052486053,0.8961280504987883
Jiangsu,China,32.9711,119.455,710,0,704.0,6.0,84748016.0,0.8377777244956389,0.0
Jiangxi,China,27.614,115.7221,937,1,934.0,2.0,45188635.0,2.0735302139575578,0.10672358591248667
Jilin,China,43.6661,126.1923,573,3,570.0,0.0,24073452.999999996,2.38021525204548,0.5235602094240838
Johor,Malaysia,1.4854,103.7618,41258,104,39594.0,1560.0,3768200.0000000005,1094.899421474444,0.25207232536720153
Jonkoping,Sweden,57.3708,14.3439,33356,535,0.0,32821.0,363599.00000000006,9173.842612328415,1.6039093416476795
Junin,Peru,-11.541783,-74.876968,50352,4386,0.0,45966.0,1361500.0000000002,3698.2739625413137,8.71067683508103
Kabardino-Balkarian Republic,Russia,43.4806048,43.5978976,22792,418,21680.0,694.0,865828.0,2632.3935007876853,1.833976833976834
Kagawa,Japan,34.217292,133.969047,836,19,752.0,65.0,956347.0,87.41596930821134,2.272727272727273
Kagoshima,Japan,31.009484000000004,130.430665,1830,28,1771.0,31.0,1602273.0,114.21274651697932,1.530054644808743
Kaliningrad Oblast,Russia,54.7293041,21.1489473,30240,334,27903.0,2003.0,994599.0,3040.4213155251514,1.1044973544973544
Kalmar,Sweden,57.235,16.1849,15188,222,0.0,14966.0,245446.0,6187.919134962477,1.4616802739004477
Kalmykia Republic,Russia,46.2313018,45.3275745,19952,315,19094.0,543.0,275413.0,7244.392966199853,1.5787890938251805
Kaluga Oblast,Russia,54.4382773,35.5272854,32345,281,30156.0,1908.0,1012056.0,3195.969392998016,0.8687586953161232
Kamchatka Krai,Russia,57.1914882,160.03838190000005,14120,201,13212.0,707.0,315557.0,4474.627404874555,1.423512747875354
Kanagawa,Japan,35.415312,139.338983,48069,785,46334.0,950.0,9198268.0,522.5875132144442,1.6330691297925897
Kansas,United States,38.48537889685714,-98.08455153209523,303940,4908,0.0,0.0,2913314.0,10432.792345761563,1.614792393235507
Karachay-Cherkess Republic,Russia,43.7368326,41.7267991,19680,71,18785.0,824.0,466305.00000000006,4220.413677743108,0.36077235772357724
Karelia Republic,Russia,62.61940309999999,33.4920267,43859,388,41342.0,2129.0,622484.0,7045.803586919504,0.8846530928657744
Karnataka,India,14.70518,76.166436,997004,12567,956170.0,28267.0,67562686.0,1475.6725332086412,1.2604763872562197
Kedah,Malaysia,6.1184,100.3685,8435,25,8067.0,343.0,2185900.0,385.88224529941897,0.2963841138114997
Kelantan,Malaysia,6.1254,102.2381,6250,23,5638.0,589.0,1892200.0,330.30335059718846,0.368
Kemerovo Oblast,Russia,54.53357809999999,87.342861,33258,612,32372.0,274.0,2694877.0,1234.1194050785991,1.8401587587948762
Kentucky,United States,37.62214385,-85.199890618,426865,6090,0.0,0.0,4467673.0,9554.526483921272,1.4266805664554367
Kerala,India,10.450898,76.405749,1124584,4621,1094404.0,25559.0,35699443.0,3150.1443874068286,0.4109075000177843
Khabarovsk Krai,Russia,51.6312684,136.121524,50641,346,48230.0,2065.0,1328302.0,3812.461322801592,0.6832408522738492
Khakassia Republic,Russia,53.72258845,91.44293627,21849,504,21082.0,263.0,537513.0,4064.831920344252,2.3067417273101745
Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,54175,782,52662.0,731.0,1532243.0,3535.666340130123,1.443470235348408
Kharkiv Oblast,Ukraine,49.9935,36.2304,103804,1962,84783.0,17059.0,2675598.0,3879.656061934566,1.890100574158992
Kherson Oblast,Ukraine,46.6354,32.6169,24258,704,21306.0,2248.0,1037640.0,2337.805019081762,2.902135378019622
Khmelnytskyi Oblast,Ukraine,49.423,26.9871,63780,1156,50632.0,11992.0,1264705.0,5043.073285865083,1.812480401379743
Khyber Pakhtunkhwa,Pakistan,34.485332,72.09169,88099,2363,76640.0,9096.0,30523370.999999996,288.6280155622392,2.682209786717216
Kiev,Ukraine,50.4501,30.5234,162291,3405,105605.0,53281.0,2950800.0,5499.898332655552,2.0980830729985027
Kiev Oblast,Ukraine,50.053,30.7667,95323,1612,77512.0,16199.0,1767940.0,5391.755376313676,1.6910923911333045
Kirov Oblast,Russia,57.9665589,49.4074599,39754,324,36120.0,3310.0,1283238.0,3097.9444187282484,0.8150123258036928
Kirovohrad Oblast,Ukraine,48.5079,32.2623,13162,467,9059.0,3636.0,945549.0,1391.995549675374,3.5480929949855646
Kochi,Japan,33.422519,133.367307,917,19,886.0,12.0,698029.0000000001,131.3699001044369,2.0719738276990185
Komi Republic,Russia,63.9881421,54.3326073,41616,805,40420.0,391.0,840873.0,4949.142141560022,1.9343521722414456
Kostroma Oblast,Russia,58.424756,44.2533273,19657,390,16884.0,2383.0,643324.0,3055.536557007045,1.9840260467009208
Krasnodar Krai,Russia,45.7684014,39.0261044,42369,2322,37232.0,2815.0,5603420.0,756.1275078434242,5.48042200665581
Krasnoyarsk Krai,Russia,63.3233807,97.0979974,66784,3162,61816.0,1806.0,2876496.9999999995,2321.712833352512,4.734666986104457
Kronoberg,Sweden,56.7183,14.4115,15331,297,0.0,15034.0,201469.0,7609.607433401665,1.9372513208531734
Kumamoto,Japan,32.608154,130.74523100000002,3506,74,3407.0,25.0,1747567.0000000002,200.62177873580808,2.110667427267541
Kurgan Oblast,Russia,55.7655302,64.5632681,19221,352,17492.0,1377.0,845537.0,2273.2299118784867,1.8313303158004266
Kursk Oblast,Russia,51.6568453,36.4852695,34014,574,30772.0,2668.0,1115237.0,3049.9346775618096,1.6875404245310754
Kyoto,Japan,35.253815,135.443341,9517,169,9079.0,269.0,2582957.0,368.4536753805812,1.7757696753178522
La Guajira,Colombia,11.3548,-72.5205,17879,665,16841.0,373.0,880560.0,2030.4124647951303,3.7194473963868226
La Libertad,Peru,-7.92139,-78.370238,53637,6857,0.0,46780.0,2016800.0,2659.510115033717,12.78408561254358
La Rioja,Spain,42.2871,-2.5396,27895,744,3107.0,24044.0,313571.0,8895.91193063134,2.667144649578778
Ladakh,India,34.1526,77.5771,10157,130,9771.0,256.0,274289.00000000006,3703.0285574704044,1.2799054839027273
Lakshadweep,India,13.6999972,72.18333259999999,723,1,680.0,42.0,64429.0,1122.1654844867994,0.13831258644536654
Lambayeque,Peru,-6.353049,-79.824113,42053,6023,0.0,36030.0,1310800.0,3208.193469636863,14.322402682329441
Lazio,Italy,41.89277044,12.48366722,285447,6644,227752.0,51051.0,5879082.0,4855.298837471564,2.327577448703262
Leningrad Oblast,Russia,60.1853296,32.3925325,39866,932,37316.0,1618.0,1813815.9999999995,2197.90761576698,2.3378317363166605
Liaoning,China,41.2956,122.6085,407,2,405.0,0.0,42591407.0,0.9555918169127401,0.4914004914004914
Liguria,Italy,44.41149315,8.9326992,89324,3879,78350.0,7095.0,1550640.0,5760.460197079916,4.342617885450719
Lima,Peru,-11.766533,-76.60449799999998,722513,67669,0.0,654844.0,10628500.0,6797.883050289316,9.365783037813852
Limburg,Netherlands,51.209227,5.93387,82689,1513,0.0,81176.0,1117201.0,7401.4434287115755,1.8297476085089914
Lipetsk Oblast,Russia,52.6935178,39.1122664,27606,530,24350.0,2726.0,1150201.0,2400.102242999267,1.9198724914873577
Lombardia,Italy,45.46679409,9.190347404,735484,30735,608894.0,95855.0,10060574.0,7310.55703183536,4.178880845810378
Loreto,Peru,-4.124847,-74.424115,35772,3739,0.0,32033.0,1027600.0,3481.121058777734,10.452309068545231
Los Lagos,Chile,-41.9198,-72.1416,60819,794,58420.0,1605.0,828708.0,7339.014465891484,1.3055130797941432
Los Rios,Chile,-40.231,-72.3311,27478,304,25542.0,1632.0,384837.0,7140.16583644504,1.106339617148264
Louisiana,United States,31.0924273834375,-91.82418665609374,444515,10141,0.0,0.0,4648794.0,9561.94230159478,2.281362833650158
Luhansk Oblast,Ukraine,48.574,39.3078,17460,522,14958.0,1980.0,2151833.0,811.4012565101475,2.9896907216494846
Lviv Oblast,Ukraine,49.8397,24.0297,103670,2629,79111.0,21930.0,2522020.999999999,4110.592259144552,2.535931320536317
Macau,China,22.1667,113.55,48,0,48.0,0.0,649342.0,7.392098462751523,0.0
Madhya Pradesh,India,23.541513,78.289633,295511,3986,274429.0,17096.0,85358965.0,346.1979652635198,1.3488499582079854
Madre de Dios,Peru,-11.972699,-70.53171999999998,11605,194,0.0,11411.0,173800.0,6677.215189873417,1.6716932356742784
Madrid,Spain,40.4168,-3.7038,625215,14564,40736.0,569915.0,6641649.0,9413.550761264258,2.329438673096455
Magadan Oblast,Russia,62.48858785,153.9903764,8255,99,8035.0,121.0,144091.0,5729.018467496235,1.1992731677771047
Magallanes,Chile,-52.368,-70.9863,23107,345,22476.0,286.0,166532.99999999997,13875.328013066483,1.4930540528844074
Magdalena,Colombia,10.4113,-74.4057,43967,1618,40528.0,1821.0,1341745.9999999995,3276.8497167124046,3.6800327518366047
Maharashtra,India,19.449759,76.108221,2812980,54649,2400727.0,357604.0,123144223.0,2284.2971691818625,1.9427439939139275
Maine,United States,44.687688406250004,-69.523768628125,50503,743,0.0,0.0,1344212.0,3757.0710572439466,1.4711997307090667
Manipur,India,24.738975,93.882541,29400,374,28956.0,70.0,3091545.0000000005,950.9808202694767,1.272108843537415
Manitoba,Canada,53.7609,-98.8139,34122,935,32006.0,1181.0,1383765.0,2465.881128659852,2.740167633784655
Maranhao,Brazil,-4.9609,-45.2744,242401,6070,220903.0,15428.0,7075181.0,3426.0748947624097,2.50411508203349
Marche,Italy,43.61675973,13.5188753,88370,2621,76382.0,9367.0,1525271.0,5793.7245250188325,2.9659386669684284
Mari El Republic,Russia,56.5767504,47.8817512,12542,205,11672.0,665.0,682333.0,1838.105441184876,1.6345080529421143
Martinique,France,14.6415,-61.0242,7679,50,98.0,7531.0,375265.0,2046.287290314844,0.6511264487563484
Maryland,United States,39.014920690416666,-76.67546760875,411344,8227,0.0,0.0,6045680.0,6803.932725516401,2.00002917266327
Massachusetts,United States,42.17639998153846,-71.57704993461539,596941,17177,0.0,0.0,6892503.0,8660.728910818028,2.8775038069088903
Mato Grosso,Brazil,-12.6819,-56.9211,310337,7675,284856.0,16148.0,3504692.088187823,8854.900578740042,2.4731179330856454
Mato Grosso do Sul,Brazil,-20.7722,-54.7852,217457,4334,194999.0,16322.0,2802947.8872809582,7758.153513547747,1.9930377040058493
Maule,Chile,-35.5183,-71.6885,54132,989,49997.0,3146.0,1044950.0,5180.343557107995,1.8270154437301411
Mayotte,France,-12.8275,45.166244,19408,161,2964.0,16283.0,272813.0,7114.030489749389,0.8295548227535038
Mecklenburg-Vorpommern,Germany,53.6127,12.4296,30658,867,26910.0,2881.0,1610774.0,1903.3085957434128,2.827973122839063
Meghalaya,India,25.536934,91.278882,14065,150,13866.0,49.0,3366710.0,417.76690002999965,1.0664770707429791
Melaka,Malaysia,2.1896,102.2501,6537,22,6196.0,319.0,932700.0,700.8684464458025,0.3365458161236041
Melilla,Spain,35.2923,-2.9381,7861,79,125.0,7657.0,84689.0,9282.197215695072,1.00496120086503
Meta,Colombia,3.272,-73.0877,43742,999,42271.0,472.0,1039722.0,4207.086124944937,2.2838461890174204
Metropolitana,Chile,-33.4376,-70.6505,419769,12868,392112.0,14789.0,7112808.0,5901.593294800028,3.065495546360022
Mexico,Mexico,19.4969,-99.7233,233538,31569,0.0,201969.0,17427790.0,1340.0322129197104,13.517714461886287
Michigan,United States,44.04362008975904,-85.18169553542168,718455,16954,0.0,0.0,9986857.0,7194.005080877798,2.359785929529337
Michoacan,Mexico,19.5665,-101.7068,45250,5090,0.0,40160.0,4825401.000000001,937.7458992527252,11.248618784530388
Mie,Japan,34.508018,136.376013,2753,70,2627.0,56.0,1780882.0,154.58632295682702,2.5426807119505996
